ORIGINAL DATA,,,,,
Time,lambda2 Reactor,T2,TIC1,c,f
1.09,0,24.04,27.86,NaN,0
1.59,0,24.01,27.83,NaN,0
2.12,0,24.01,27.83,NaN,0
2.64,0,24.01,27.86,NaN,0
3.11,0.24,23.98,27.83,NaN,0
3.61,0.29,23.98,27.89,NaN,0
4.14,0.29,23.98,27.83,NaN,0
4.65,0.29,23.96,27.83,NaN,0
5.09,0.29,23.96,27.86,NaN,0
5.59,0.29,23.93,27.83,NaN,0
6.09,0.29,23.96,27.83,NaN,0
6.59,0.29,23.96,27.83,NaN,0
7.09,0.29,23.93,27.83,NaN,0
7.87,0.29,23.93,27.83,NaN,0
8.09,0.29,23.93,27.83,NaN,0
8.59,0.29,23.9,27.83,NaN,0
9.09,0.29,23.87,27.83,NaN,0
25.67,0.29,23.9,27.8,NaN,0
25.72,0.29,23.87,27.83,NaN,0
26.09,0.29,23.85,27.83,NaN,0
26.6,0.29,23.87,27.83,NaN,0
27.11,0.29,23.82,27.83,NaN,0
27.59,0.29,23.85,27.83,NaN,0
28.09,0.29,23.82,27.83,NaN,0
28.59,0.29,23.82,27.83,NaN,0
29.09,0.29,23.82,27.83,NaN,0
29.61,0.29,23.82,27.86,NaN,0
30.09,0.29,23.82,27.83,NaN,0
30.59,0.29,23.82,27.89,NaN,0
31.1,0.29,23.82,27.86,NaN,0
31.6,0.29,23.82,27.86,NaN,0
32.09,0.29,23.82,27.86,NaN,0
32.59,0.29,23.79,27.89,NaN,0
33.09,0.29,23.82,27.86,NaN,0
33.59,0.29,23.82,27.86,NaN,0
34.09,0.29,23.82,27.86,NaN,0
34.59,0.29,23.82,27.86,NaN,0
35.09,0.29,23.79,27.86,NaN,0
35.59,0.29,23.82,27.86,NaN,0
36.09,0.29,23.82,27.86,NaN,0
36.59,0.29,23.82,27.86,NaN,0
37.09,0.29,23.79,27.86,NaN,0
37.59,0.29,23.82,27.8,NaN,0
38.09,0.29,23.79,27.86,NaN,0
38.59,0.29,23.85,27.83,NaN,0
39.09,0.29,23.82,27.83,NaN,0
39.59,0.29,23.82,27.83,NaN,0
40.09,0.34,23.82,27.86,NaN,0
40.59,0.34,23.82,27.83,NaN,0
41.09,0.34,23.82,27.83,NaN,0
41.59,0.34,23.82,27.83,NaN,0
42.09,0.34,23.79,27.83,NaN,0
42.59,0.34,23.77,27.8,NaN,0
43.09,0.34,23.79,27.8,NaN,0
43.59,0.34,23.77,27.83,NaN,0
44.09,0.34,23.77,27.83,NaN,0
44.59,0.34,23.79,27.83,NaN,0
45.09,0.34,23.79,27.83,NaN,0
45.59,0.34,23.79,27.83,NaN,0
46.09,0.34,23.79,27.83,NaN,0
46.59,0.34,23.79,27.83,NaN,0
47.09,0.34,23.79,27.86,NaN,0
47.59,0.34,23.79,27.8,NaN,0
48.09,0.34,23.77,27.8,NaN,0
48.59,0.34,23.79,27.83,NaN,0
49.09,0.34,23.79,27.83,NaN,0
49.59,0.34,23.77,27.83,NaN,0
50.09,0.34,23.79,27.83,NaN,0
50.59,0.34,23.77,27.83,NaN,0
51.09,0.34,23.77,27.83,NaN,0
51.59,0.34,23.79,27.86,NaN,0
52.09,0.34,23.79,27.83,NaN,0
52.59,0.34,23.79,27.83,NaN,0
53.09,0.34,23.77,27.8,NaN,0
53.59,0.34,23.77,27.83,NaN,0
54.09,0.34,23.77,27.77,NaN,0
54.59,0.34,23.77,27.83,NaN,0
55.09,0.34,23.77,27.83,NaN,0
55.59,0.34,23.82,27.86,NaN,0
56.09,0.34,23.77,27.83,NaN,0
56.59,0.34,23.79,27.8,NaN,0
57.09,0.34,23.77,27.83,NaN,0
57.59,0.34,23.79,27.83,NaN,0
58.09,0.34,23.77,27.8,NaN,0
58.59,0.34,23.77,27.83,NaN,0
59.09,0.34,23.79,27.83,NaN,0
59.59,0.34,23.79,27.8,NaN,0
60.09,0.34,23.77,27.83,NaN,0
60.59,0.34,23.77,27.83,NaN,0
61.09,0.34,23.79,27.8,NaN,0
61.59,0.34,23.79,27.83,NaN,0
62.09,0.34,23.79,27.83,NaN,0
62.59,0.34,23.77,27.83,NaN,0
63.09,0.34,23.79,27.83,NaN,0
63.59,0.34,23.77,27.8,NaN,0
64.09,0.34,23.82,27.83,NaN,0
64.59,0.34,23.77,27.83,NaN,0
65.09,0.34,23.77,27.83,NaN,0
65.59,0.34,23.77,27.83,NaN,0
66.09,0.29,23.77,27.83,NaN,0
66.59,0.29,23.74,27.83,NaN,0
67.09,0.29,23.77,27.83,NaN,0
67.59,0.29,23.79,27.83,NaN,0
68.09,0.29,23.79,27.83,NaN,0
68.59,0.29,23.77,27.83,NaN,0
69.09,0.24,23.79,27.83,NaN,0
69.59,0.29,23.82,27.83,NaN,0
70.09,0.24,23.79,27.83,NaN,0
70.59,0.24,23.79,27.8,NaN,0
71.09,0.24,23.77,27.83,NaN,0
71.59,0.24,23.79,27.83,NaN,0
72.09,0.24,23.77,27.83,NaN,0
72.59,0.24,23.82,27.83,NaN,0
73.09,0.24,23.74,27.83,NaN,0
73.59,0.24,23.77,27.83,NaN,0
74.09,0.24,23.74,27.83,NaN,0
74.59,0.24,23.79,27.86,NaN,0
75.09,0.24,23.77,27.83,NaN,0
75.59,0.24,23.77,27.83,NaN,0
76.09,0.24,23.77,27.83,NaN,0
76.59,0.24,23.79,27.77,NaN,0
77.09,0.24,23.77,27.8,NaN,0
77.59,0.24,23.79,27.83,NaN,0
78.09,0.24,23.77,27.83,NaN,0
78.59,0.24,23.77,27.83,NaN,0
79.09,0.24,23.77,27.83,NaN,0
79.59,0.24,23.77,27.83,NaN,0
80.09,0.24,23.77,27.83,NaN,0
80.59,0.24,23.77,27.83,NaN,0
81.09,0.24,23.77,27.83,NaN,0
81.59,0.24,23.77,27.83,NaN,0
82.09,0.29,23.77,27.83,NaN,0
82.59,0.29,23.77,27.83,NaN,0
83.09,0.29,23.77,27.83,NaN,0
83.59,0.29,23.77,27.83,NaN,0
84.09,0.29,23.74,27.86,NaN,0
84.59,0.29,23.77,27.83,NaN,0
85.09,0.29,23.74,27.8,NaN,0
85.59,0.29,23.77,27.86,NaN,0
86.09,0.29,23.77,27.8,NaN,0
86.59,0.29,23.77,27.8,NaN,0
87.09,0.29,23.77,27.8,NaN,0
87.59,0.29,23.77,27.83,NaN,0
88.09,0.29,23.74,27.86,NaN,0
88.59,0.29,23.74,27.83,NaN,0
89.09,0.29,23.77,27.83,NaN,0
89.59,0.29,23.74,27.83,NaN,0
90.09,0.29,23.79,27.83,NaN,0
90.59,0.29,23.77,27.83,NaN,0
91.09,0.29,23.74,27.8,NaN,0
91.59,0.29,23.74,27.8,NaN,0
92.09,0.29,23.71,27.83,NaN,0
92.59,0.34,23.74,27.8,NaN,0
93.09,0.34,23.74,27.83,NaN,0
93.59,0.34,23.71,27.83,NaN,0
94.09,0.34,23.74,27.8,NaN,0
94.59,0.34,23.74,27.77,NaN,0
95.09,0.34,23.74,27.8,NaN,0
95.59,0.34,23.77,27.83,NaN,0
96.09,0.34,23.74,27.83,NaN,0
96.59,0.34,23.74,27.8,NaN,0
97.09,0.34,23.71,27.83,NaN,0
97.59,0.34,23.74,27.8,NaN,0
98.09,0.34,23.77,27.8,NaN,0
98.59,0.34,23.74,27.8,NaN,0
99.09,0.34,23.71,27.8,NaN,0
99.59,0.34,23.71,27.83,NaN,0
100.09,0.34,23.71,27.83,NaN,0
100.59,0.34,23.71,27.86,NaN,0
101.09,0.34,23.71,27.83,NaN,0
101.59,0.34,23.71,27.83,NaN,0
102.09,0.34,23.71,27.86,NaN,0
102.59,0.34,23.71,27.83,NaN,0
103.09,0.34,23.71,27.77,NaN,0
103.59,0.34,23.71,27.8,NaN,0
104.09,0.34,23.71,27.8,NaN,0
104.59,0.34,23.71,27.8,NaN,0
105.09,0.34,23.71,27.77,NaN,0
105.59,0.34,23.71,27.83,NaN,0
106.09,0.34,23.71,27.8,NaN,0
106.59,0.34,23.69,27.83,NaN,0
107.09,0.34,23.71,27.8,NaN,0
107.59,0.34,23.71,27.83,NaN,0
108.09,0.34,23.69,27.8,NaN,0
108.59,0.34,23.69,27.83,NaN,0
109.09,0.34,23.69,27.8,NaN,0
109.59,0.34,23.69,27.83,NaN,0
110.09,0.34,23.69,27.83,NaN,0
110.59,0.34,23.69,27.8,NaN,0
111.09,0.34,23.69,27.8,NaN,0
111.59,0.34,23.74,27.8,NaN,0
112.09,0.29,23.69,27.8,NaN,0
112.59,0.29,23.74,27.83,NaN,0
113.09,0.29,23.69,27.8,NaN,0
113.59,0.29,23.71,27.77,NaN,0
114.09,0.29,23.66,27.83,NaN,0
114.59,0.29,23.69,27.8,NaN,0
115.09,0.29,23.69,27.77,NaN,0
115.59,0.29,23.69,27.77,NaN,0
116.09,0.24,23.69,27.8,NaN,0
116.59,0.24,23.71,27.8,NaN,0
117.09,0.24,23.69,27.8,NaN,0
117.59,0.29,23.66,27.8,NaN,0
118.09,0.24,23.69,27.8,NaN,0
118.59,0.29,23.66,27.8,NaN,0
119.09,0.24,23.71,27.8,NaN,0
119.59,0.29,23.69,27.8,NaN,0
120.09,0.29,23.69,27.8,NaN,0
120.59,0.29,23.69,27.8,NaN,0
121.09,0.29,23.69,27.71,NaN,0
121.59,0.29,23.69,27.77,NaN,0
122.09,0.29,23.69,27.77,NaN,0
122.59,0.29,23.69,27.8,NaN,0
123.09,0.29,23.66,27.83,NaN,0
123.59,0.29,23.66,27.8,NaN,0
124.09,0.29,23.69,27.8,NaN,0
124.59,0.29,23.66,27.8,NaN,0
125.09,0.29,23.66,27.8,NaN,0
125.59,0.29,23.66,27.8,NaN,0
126.09,0.24,23.66,27.8,NaN,0
126.59,0.29,23.66,27.8,NaN,0
127.09,0.24,23.69,27.8,NaN,0
127.59,0.29,23.66,27.83,NaN,0
128.09,0.24,23.66,27.77,NaN,0
128.59,0.29,23.66,27.8,NaN,0
129.09,0.24,23.66,27.8,NaN,0
129.59,0.24,23.66,27.8,NaN,0
130.09,0.24,23.69,27.8,NaN,0
130.59,0.24,23.71,27.8,NaN,0
131.09,0.24,23.69,27.8,NaN,0
131.59,0.24,23.66,27.8,NaN,0
132.09,0.24,23.66,27.8,NaN,0
132.59,0.24,23.66,27.77,NaN,0
133.09,0.24,23.69,27.77,NaN,0
133.59,0.24,23.66,27.77,NaN,0
134.09,0.24,23.66,27.83,NaN,0
134.59,0.24,23.69,27.77,NaN,0
135.09,0.24,23.66,27.77,NaN,0
135.59,0.24,23.69,27.77,NaN,0
136.09,0.24,23.66,27.8,NaN,0
136.59,0.24,23.66,27.8,NaN,0
137.09,0.24,23.66,27.8,NaN,0
137.59,0.24,23.66,27.8,NaN,0
138.09,0.29,23.66,27.8,NaN,0
138.59,0.24,23.66,27.8,NaN,0
139.09,0.29,23.66,27.77,NaN,0
139.59,0.29,23.66,27.8,NaN,0
140.09,0.29,23.69,27.8,NaN,0
140.59,0.24,23.63,27.8,NaN,0
141.09,0.29,23.66,27.8,NaN,0
141.59,0.24,23.66,27.8,NaN,0
142.09,0.29,23.66,27.83,NaN,0
142.59,0.29,23.66,27.8,NaN,0
143.09,0.29,23.66,27.8,NaN,0
143.59,0.29,23.69,27.8,NaN,0
144.09,0.29,23.66,27.8,NaN,0
144.59,0.29,23.69,27.8,NaN,0
145.09,0.34,23.66,27.83,NaN,0
145.59,0.29,23.69,27.8,NaN,0
146.09,0.34,23.66,27.8,NaN,0
146.59,0.29,23.66,27.83,NaN,0
147.09,0.34,23.66,27.77,NaN,0
147.59,0.29,23.66,27.8,NaN,0
148.09,0.34,23.66,27.83,NaN,0
148.59,0.29,23.66,27.77,NaN,0
149.09,0.34,23.66,27.8,NaN,0
149.59,0.34,23.66,27.8,NaN,0
150.09,0.34,23.69,27.8,NaN,0
150.59,0.34,23.69,27.8,NaN,0
151.09,0.34,23.66,27.8,NaN,0
151.59,0.34,23.69,27.83,NaN,0
152.09,0.34,23.66,27.8,NaN,0
152.59,0.34,23.63,27.8,NaN,0
153.09,0.34,23.66,27.8,NaN,0
153.59,0.34,23.66,27.83,NaN,0
154.09,0.34,23.66,27.83,NaN,0
154.62,0.34,23.66,27.8,NaN,0
155.09,0.34,23.63,27.83,NaN,0
155.59,0.34,23.66,27.77,NaN,0
156.09,0.34,23.66,27.8,NaN,0
156.59,0.34,23.66,27.8,NaN,0
157.09,0.34,23.66,27.8,NaN,0
157.59,0.34,23.66,27.8,NaN,0
158.09,0.34,23.63,27.83,NaN,0
158.59,0.34,23.63,27.83,NaN,0
159.09,0.34,23.66,27.8,NaN,0
159.59,0.34,23.69,27.83,NaN,0
160.09,0.34,23.63,27.83,NaN,0
160.59,0.34,23.66,27.8,NaN,0
161.09,0.34,23.66,27.83,NaN,0
161.59,0.34,23.66,27.8,NaN,0
162.09,0.34,23.63,27.8,NaN,0
162.59,0.34,23.66,27.8,NaN,0
163.09,0.34,23.66,27.8,NaN,0
163.59,0.34,23.66,27.83,NaN,0
164.09,0.34,23.66,27.8,NaN,0
164.59,0.34,23.66,27.8,NaN,0
165.09,0.34,23.66,27.77,NaN,0
165.59,0.34,23.69,27.77,NaN,0
166.09,0.34,23.66,27.77,NaN,0
166.59,0.34,23.69,27.8,NaN,0
167.09,0.34,23.66,27.77,NaN,0
167.59,0.34,23.63,27.83,NaN,0
168.09,0.29,23.66,27.77,NaN,0
168.59,0.34,23.66,27.8,NaN,0
169.09,0.29,23.69,27.83,NaN,0
169.59,0.29,23.66,27.77,NaN,0
170.09,0.29,23.63,27.8,NaN,0
170.59,0.29,23.66,27.8,NaN,0
171.09,0.24,23.66,27.8,NaN,0
171.59,0.29,23.66,27.8,NaN,0
172.09,0.24,23.63,27.77,NaN,0
172.59,0.29,23.63,27.83,NaN,0
173.09,0.24,23.63,27.8,NaN,0
173.6,0.24,23.66,27.8,NaN,0
174.09,0.24,23.63,27.8,NaN,0
174.59,0.24,23.63,27.77,NaN,0
175.09,0.24,23.63,27.83,NaN,0
175.59,0.24,23.63,27.8,NaN,0
176.09,0.24,23.61,27.8,NaN,0
176.59,0.24,23.63,27.8,NaN,0
177.09,0.24,23.63,27.83,NaN,0
177.59,0.24,23.63,27.83,NaN,0
178.1,0.24,23.63,27.83,NaN,0
178.59,0.24,23.63,27.8,NaN,0
179.09,0.24,23.63,27.8,NaN,0
179.59,0.24,23.63,27.8,NaN,0
180.09,0.24,23.66,27.8,NaN,0
180.59,0.24,23.61,27.77,NaN,0
181.09,0.29,23.63,27.77,NaN,0
181.59,0.24,23.61,27.8,NaN,0
182.09,0.29,23.61,27.77,NaN,0
182.59,0.29,23.63,27.77,NaN,0
183.09,0.29,23.61,27.77,NaN,0
183.59,0.29,23.61,27.8,NaN,0
184.09,0.29,23.58,27.77,NaN,0
184.59,0.29,23.61,27.77,NaN,0
185.09,0.29,23.58,27.8,NaN,0
185.59,0.29,23.58,27.8,NaN,0
186.09,0.34,23.58,27.77,NaN,0
186.59,0.34,23.58,27.77,NaN,0
187.09,0.34,23.61,27.77,NaN,0
187.59,0.34,23.61,27.74,NaN,0
188.09,0.34,23.61,27.77,NaN,0
188.59,0.34,23.58,27.77,NaN,0
189.09,0.34,23.58,27.77,NaN,0
189.59,0.34,23.61,27.77,NaN,0
190.09,0.34,23.58,27.77,NaN,0
190.59,0.34,23.58,27.77,NaN,0
191.09,0.34,23.61,27.77,NaN,0
191.59,0.34,23.61,27.77,NaN,0
192.09,0.34,23.58,27.77,NaN,0
192.59,0.34,23.61,27.83,NaN,0
193.09,0.34,23.61,27.77,NaN,0
193.59,0.34,23.61,27.77,NaN,0
194.09,0.34,23.61,27.77,NaN,0
194.59,0.34,23.61,27.77,NaN,0
195.09,0.34,23.55,27.8,NaN,0
195.59,0.34,23.55,27.77,NaN,0
196.09,0.34,23.61,27.77,NaN,0
196.59,0.34,23.61,27.8,NaN,0
197.09,0.34,23.61,27.83,NaN,0
197.59,0.34,23.61,27.77,NaN,0
198.09,0.34,23.61,27.77,NaN,0
198.59,0.34,23.61,27.77,NaN,0
199.09,0.29,23.58,27.77,NaN,0
199.59,0.29,23.61,27.77,NaN,0
200.09,0.29,23.61,27.77,NaN,0
200.59,0.29,23.61,27.77,NaN,0
201.09,0.29,23.61,27.77,NaN,0
201.59,0.29,23.61,27.77,NaN,0
202.09,0.29,23.61,27.77,NaN,0
202.59,0.29,23.61,27.77,NaN,0
203.09,0.24,23.58,27.77,NaN,0
203.59,0.29,23.58,27.77,NaN,0
204.09,0.24,23.61,27.77,NaN,0
204.59,0.24,23.61,27.74,NaN,0
205.09,0.24,23.61,27.8,NaN,0
205.59,0.24,23.58,27.77,NaN,0
206.09,0.24,23.61,27.8,NaN,0
206.59,0.24,23.61,27.77,NaN,0
207.09,0.24,23.63,27.77,NaN,0
207.59,0.24,23.63,27.77,NaN,0
208.09,0.24,23.61,27.77,NaN,0
208.59,0.24,23.61,27.74,NaN,0
209.09,0.24,23.61,27.77,NaN,0
209.59,0.24,23.63,27.77,NaN,0
210.09,0.24,23.61,27.77,NaN,0
210.59,0.24,23.58,27.77,NaN,0
211.09,0.24,23.58,27.8,NaN,0
211.59,0.24,23.58,27.8,NaN,0
212.09,0.24,23.58,27.77,NaN,0
212.59,0.24,23.58,27.8,NaN,0
213.09,0.24,23.58,27.77,NaN,0
213.59,0.24,23.61,27.77,NaN,0
214.09,0.24,23.61,27.77,NaN,0
214.59,0.24,23.58,27.8,NaN,0
215.09,0.29,23.61,27.8,NaN,0
215.59,0.34,23.58,27.8,NaN,0
216.09,0.34,23.58,27.8,NaN,0
216.59,0.34,23.61,27.8,NaN,0
217.09,0.34,23.55,27.74,NaN,0
217.59,0.39,23.61,27.77,NaN,0
218.09,0.39,23.58,27.77,NaN,0
218.59,0.49,23.58,27.77,NaN,0
219.09,0.49,23.58,27.8,NaN,0
219.59,0.63,23.61,27.77,NaN,0
220.09,0.73,23.55,27.77,NaN,0
220.59,0.83,23.55,27.77,NaN,0
221.09,0.93,23.55,27.8,NaN,0
221.59,1.07,23.58,27.77,NaN,0
222.09,1.17,23.55,27.77,NaN,0
222.59,1.32,23.55,27.77,NaN,0
223.09,1.51,23.55,27.77,NaN,0
223.59,1.66,23.55,27.77,NaN,0
224.09,1.86,23.55,27.77,NaN,0
224.59,2,23.55,27.77,NaN,0
225.09,2.25,23.55,27.77,NaN,0
225.59,2.49,23.55,27.77,NaN,0
226.09,2.64,23.58,27.8,NaN,0
226.59,2.83,23.55,27.77,NaN,0
227.09,2.98,23.55,27.77,NaN,0
227.59,3.22,23.55,27.74,NaN,0
228.09,3.37,23.58,27.8,NaN,0
228.59,3.56,23.55,27.77,NaN,0
229.09,3.71,23.58,27.77,NaN,0
229.59,4.05,23.55,27.8,NaN,0
230.09,4.3,23.55,27.77,NaN,0
230.59,4.39,23.55,27.77,NaN,0
231.09,4.64,23.55,27.77,NaN,0
231.59,4.69,23.55,27.77,NaN,0
232.09,4.88,23.58,27.77,NaN,0
232.59,5.13,23.55,27.77,NaN,0
233.09,5.22,23.53,27.8,NaN,0
233.59,5.42,23.53,27.77,NaN,0
234.09,5.62,23.53,27.77,NaN,0
234.59,5.71,23.55,27.77,NaN,0
235.09,5.91,23.55,27.77,NaN,0
235.59,6.01,23.55,27.77,NaN,0
236.09,6.15,23.58,27.77,NaN,0
236.59,6.35,23.55,27.77,NaN,0
237.09,6.4,23.55,27.77,NaN,0
237.59,6.45,23.58,27.77,NaN,0
238.09,6.74,23.55,27.77,NaN,0
238.59,6.84,23.55,27.74,NaN,0
239.09,6.84,23.58,27.77,NaN,0
239.59,6.98,23.55,27.77,NaN,0
240.09,7.03,23.58,27.77,NaN,0
240.59,7.13,23.55,27.74,NaN,0
241.09,7.23,23.55,27.77,NaN,0
241.59,7.28,23.55,27.8,NaN,0
242.09,7.32,23.58,27.8,NaN,0
242.59,7.37,23.55,27.8,NaN,0
243.09,7.42,23.55,27.8,NaN,0
243.59,7.47,23.55,27.77,NaN,0
244.09,7.52,23.55,27.8,NaN,0
244.59,7.52,23.58,27.77,NaN,0
245.09,7.62,23.58,27.8,NaN,0
245.59,7.62,23.53,27.77,NaN,0
246.09,7.62,23.55,27.77,NaN,0
246.59,7.67,23.55,27.77,NaN,0
247.09,7.67,23.55,27.77,NaN,0
247.59,7.67,23.55,27.77,NaN,0
248.09,7.67,23.58,27.77,NaN,0
248.59,7.67,23.55,27.77,NaN,0
249.09,7.71,23.55,27.77,NaN,0
249.59,7.71,23.55,27.77,NaN,0
250.09,7.71,23.55,27.8,NaN,0
250.59,7.71,23.55,27.8,NaN,0
251.09,7.71,23.58,27.8,NaN,0
251.59,7.71,23.55,27.77,NaN,0
252.09,7.76,23.55,27.77,NaN,0
252.59,7.81,23.58,27.77,NaN,0
253.09,7.81,23.55,27.77,NaN,0
253.6,7.86,23.55,27.83,NaN,0
254.09,7.86,23.55,27.77,NaN,0
254.59,7.91,23.58,27.74,NaN,0
255.09,7.91,23.55,27.77,NaN,0
255.59,7.91,23.55,27.77,NaN,0
256.09,7.96,23.55,27.77,NaN,0
256.59,7.96,23.53,27.77,NaN,0
257.09,7.96,23.55,27.77,NaN,0
257.59,7.96,23.58,27.77,NaN,0
258.09,8.01,23.55,27.77,NaN,0
258.59,8.01,23.58,27.74,NaN,0
259.09,8.01,23.55,27.77,NaN,0
259.59,8.01,23.55,27.77,NaN,0
260.09,8.01,23.55,27.77,NaN,0
260.59,8.01,23.55,27.74,NaN,0
261.09,8.06,23.55,27.77,NaN,0
261.59,8.06,23.55,27.77,NaN,0
262.09,8.06,23.55,27.77,NaN,0
262.59,8.11,23.55,27.77,NaN,0
263.09,8.11,23.58,27.77,NaN,0
263.59,8.11,23.53,27.77,NaN,0
264.09,8.15,23.53,27.74,NaN,0
264.59,8.15,23.58,27.74,NaN,0
265.09,8.15,23.55,27.74,NaN,0
265.59,8.15,23.55,27.77,NaN,0
266.09,8.15,23.55,27.77,NaN,0
266.59,8.15,23.55,27.74,NaN,0
267.09,8.15,23.58,27.74,NaN,0
267.59,8.2,23.53,27.74,NaN,0
268.09,8.2,23.55,27.77,NaN,0
268.59,8.2,23.55,27.77,NaN,0
269.09,8.2,23.58,27.77,NaN,0
269.59,8.2,23.58,27.74,NaN,0
270.09,8.2,23.55,27.77,NaN,0
270.59,8.2,23.53,27.77,NaN,0
271.09,8.2,23.53,27.77,NaN,0
271.59,8.2,23.55,27.77,NaN,0
272.09,8.2,23.55,27.74,NaN,0
272.59,8.2,23.55,27.74,NaN,0
273.09,8.2,23.58,27.8,NaN,0
273.59,8.2,23.5,27.77,NaN,0
274.09,8.2,23.55,27.77,NaN,0
274.59,8.2,23.53,27.77,NaN,0
275.09,8.2,23.58,27.74,NaN,0
275.59,8.2,23.55,27.77,NaN,0
276.09,8.2,23.55,27.77,NaN,0
276.59,8.2,23.55,27.77,NaN,0
277.09,8.2,23.58,27.77,NaN,0
277.62,8.2,23.55,27.77,NaN,0
278.09,8.2,23.55,27.77,NaN,0
278.59,8.2,23.55,27.77,NaN,0
279.09,8.2,23.55,27.77,NaN,0
279.59,8.2,23.55,27.74,NaN,0
280.09,8.2,23.53,27.77,NaN,0
280.59,8.2,23.55,27.74,NaN,0
281.09,8.2,23.58,27.77,NaN,0
281.59,8.2,23.55,27.74,NaN,0
282.09,8.2,23.55,27.74,NaN,0
282.59,8.2,23.53,27.74,NaN,0
283.09,8.2,23.53,27.77,NaN,0
283.59,8.2,23.55,27.74,NaN,0
284.09,8.2,23.55,27.77,NaN,0
284.6,8.2,23.53,27.77,NaN,0
285.09,8.2,23.55,27.77,NaN,0
285.59,8.2,23.53,27.8,NaN,0
286.09,8.2,23.55,27.77,NaN,0
286.59,8.2,23.55,27.77,NaN,0
287.09,8.2,23.55,27.8,NaN,0
287.59,8.2,23.55,27.77,NaN,0
288.09,8.2,23.55,27.77,NaN,0
288.59,8.2,23.55,27.77,NaN,0
289.09,8.2,23.55,27.77,NaN,0
289.59,8.2,23.55,27.77,NaN,0
290.09,8.2,23.55,27.77,NaN,0
290.59,8.2,23.55,27.77,NaN,0
291.09,8.2,23.55,27.8,NaN,0
291.59,8.2,23.55,27.77,NaN,0
292.09,8.2,23.58,27.77,NaN,0
292.59,8.2,23.55,27.77,NaN,0
293.09,8.2,23.58,27.77,NaN,0
293.59,8.2,23.53,27.77,NaN,0
294.09,8.2,23.55,27.77,NaN,0
294.59,8.2,23.55,27.74,NaN,0
295.09,8.2,23.55,27.74,NaN,0
295.59,8.2,23.55,27.77,NaN,0
296.09,8.2,23.58,27.77,NaN,0
296.59,8.2,23.55,27.77,NaN,0
297.09,8.2,23.55,27.77,NaN,0
297.59,8.15,23.55,27.8,NaN,0
298.09,8.11,23.55,27.77,NaN,0
298.59,8.01,23.55,27.74,NaN,0
299.09,8.01,23.55,27.77,NaN,0
299.59,8.01,23.55,27.74,NaN,0
300.09,8.01,23.55,27.77,NaN,0
300.6,8.01,23.55,27.77,NaN,0
301.09,8.01,23.55,27.77,NaN,0
301.59,8.01,23.55,27.77,NaN,0
302.09,8.01,23.55,27.74,NaN,0
302.59,8.01,23.53,27.74,NaN,0
303.09,8.01,23.58,27.74,NaN,0
303.6,8.01,23.55,27.74,NaN,0
304.09,8.01,23.55,27.77,NaN,0
304.59,8.01,23.55,27.74,NaN,0
305.09,8.01,23.55,27.74,NaN,0
305.6,8.01,23.55,27.74,NaN,0
306.09,7.96,23.55,27.77,NaN,0
306.6,7.91,23.55,27.77,NaN,0
307.09,7.91,23.53,27.74,NaN,0
307.59,7.91,23.55,27.77,NaN,0
308.09,7.91,23.55,27.74,NaN,0
308.59,7.91,23.55,27.74,NaN,0
309.09,7.91,23.55,27.74,NaN,0
309.59,7.91,23.55,27.74,NaN,0
310.09,7.91,23.55,27.77,NaN,0
310.59,7.91,23.55,27.77,NaN,0
311.09,7.96,23.55,27.77,NaN,0
311.59,7.96,23.58,27.77,NaN,0
312.09,8.01,23.55,27.77,NaN,0
312.59,8.01,23.53,27.77,NaN,0
313.09,8.01,23.55,27.74,NaN,0
313.59,8.01,23.55,27.77,NaN,0
314.09,8.01,23.55,27.77,NaN,0
314.59,8.01,23.53,27.74,NaN,0
315.09,8.01,23.55,27.74,NaN,0
315.59,8.06,23.55,27.74,NaN,0
316.09,8.06,23.58,27.77,NaN,0
316.59,8.06,23.55,27.77,NaN,0
317.09,8.06,23.55,27.74,NaN,0
317.59,8.11,23.55,27.74,NaN,0
318.09,8.11,23.55,27.74,NaN,0
318.59,8.11,23.53,27.77,NaN,0
319.09,8.11,23.55,27.74,NaN,0
319.59,8.11,23.53,27.74,NaN,0
320.09,8.11,23.55,27.74,NaN,0
320.59,8.11,23.55,27.77,NaN,0
321.09,8.11,23.55,27.77,NaN,0
321.59,8.11,23.55,27.77,NaN,0
322.09,8.15,23.55,27.74,NaN,0
322.59,8.15,23.55,27.74,NaN,0
323.09,8.15,23.55,27.74,NaN,0
323.59,8.15,23.55,27.77,NaN,0
324.09,8.15,23.55,27.74,NaN,0
324.59,8.15,23.55,27.74,NaN,0
325.09,8.15,23.55,27.74,NaN,0
325.59,8.2,23.55,27.77,NaN,0
326.09,8.2,23.53,27.74,NaN,0
326.59,8.2,23.55,27.8,NaN,0
327.09,8.2,23.55,27.74,NaN,0
327.59,8.2,23.55,27.77,NaN,0
328.09,8.2,23.53,27.74,NaN,0
328.59,8.15,23.55,27.77,NaN,0
329.09,8.2,23.55,27.8,NaN,0
329.59,8.2,23.55,27.74,NaN,0
330.09,8.2,23.55,27.77,NaN,0
330.59,8.2,23.53,27.74,NaN,0
331.09,8.2,23.55,27.74,NaN,0
331.59,8.2,23.55,27.74,NaN,0
332.09,8.2,23.55,27.77,NaN,0
332.59,8.2,23.53,27.74,NaN,0
333.09,8.2,23.55,27.77,NaN,0
